Internship Id,Duration,Opening,Number of Applications,Stipend Amount,Posting Month,Posting Year,Days Since Posted,Number of Skills,Number of Perks,Role,Company Name,Duration Category,Stipend Currency,Application Volume,City,Country
2454479,3,50,0.0,10000.0,,,,6,2,Video Content Creator Internship (Part time/Remote),GeeksforGeeks,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457976,3,10,0.0,5000.0,,,,8,2,UX/UI Design Internship,Kajal Sharma,Medium-term (3-4 months),INR,Early Applicant,('Noida',Gwalior West')
2458336,6,1,0.0,7000.0,,,,2,2,Content Writing Internship,My Digital Agency,Long-term (5-6 months),INR,Early Applicant,('Pune','Pune')
2458500,3,1,0.0,8000.0,,,,4,3,Graphic Design Internship,ONN Bikes,Medium-term (3-4 months),INR,Early Applicant,('Pune',)
2457957,3,2,0.0,8000.0,,,,3,3,Video Editing/Making Internship (Part time/Remote),Suprfast Digital,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458339,3,1,0.0,5000.0,,,,5,4,Social Media Marketing Internship (Part time/Remote),Kavita International,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458494,2,6,0.0,5000.0,,,,2,2,Business Development (Sales) Internship,Cleveroadd,Short-term (1-2 months),INR,Early Applicant,('Turbhe',)
2457956,2,5,0.0,1000.0,,,,4,2,Business Development (Sales) Internship (Part time/Remote),Aman Tyagi,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2458343,4,2,0.0,3000.0,,,,8,2,Management Internship (Part time/Remote),Cognizavest,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457955,3,4,0.0,15000.0,,,,7,3,Content Writing Internship,Spyne,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon',Noida')
2458487,3,4,0.0,15000.0,,,,6,6,Business Development (Sales) Internship,Dynamic Orbits Consultants Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2457951,3,1,0.0,10000.0,,,,4,3,Graphic Design Internship,Abhijeet  Kapadia,Medium-term (3-4 months),INR,Early Applicant,('Surat',)
2457945,2,1,0.0,3000.0,,,,2,2,Graphic Design Internship (Remote),POT TECH ELECTRONICS (BOMBAY) Pvt Ltd,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2457941,3,1,0.0,12000.0,,,,4,4,Business Development (Sales) Internship,Trendfinity Trading Co.,Medium-term (3-4 months),INR,Early Applicant,('Delhi','Delhi')
2457937,1,1,0.0,10000.0,,,,3,1,Human Resources (HR) Internship,Sri Sri Holistic Hospitals,Short-term (1-2 months),INR,Early Applicant,('Hyderabad',Gwalior West')
2457317,6,2,0.0,2500.0,,,,1,2,General Management Internship (Part time),Dr. AAsma Shaikh (P.T.),Long-term (5-6 months),INR,Early Applicant,('Mumbai',Mumbai')
2458344,3,4,0.0,10000.0,,,,3,4,Marketing Internship (Remote),Kofounderz Team Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458482,4,2,0.0,10000.0,,,,3,2,Android App Development Internship,Startoon Labs Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Hyderabad','Hyderabad')
2458353,3,1,0.0,7000.0,,,,3,3,Social Media Marketing Internship,Capes India,Medium-term (3-4 months),INR,Early Applicant,('Mumbai','Mumbai')
2457923,2,2,0.0,2000.0,,,,9,3,Business Development (Sales) Internship,My Earth Minerals,Short-term (1-2 months),INR,Early Applicant,('Pune',Nashik')
2457917,6,2,0.0,3000.0,,,,4,3,Project Management Internship (Remote),Aselea Network,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458358,6,2,0.0,15000.0,,,,5,3,Front End Development Internship,Leadge Business Services Private Limited,Long-term (5-6 months),INR,Early Applicant,('Thane',Navi Mumbai')
2458361,6,2,0.0,10000.0,,,,7,6,Digital Marketing Internship,Appscrip,Long-term (5-6 months),INR,Early Applicant,('Bangalore','Bangalore')
2457914,3,1,0.0,5000.0,,,,5,3,Video Editing/Making Internship (Part time/Remote),Finxor Capital Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457158,3,1,0.0,10000.0,,,,9,5,Social Media Marketing Internship,Blue Wardrobe,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2457047,6,5,0.0,6000.0,,,,2,4,Business Development (Sales) Internship,Flyshop Travtech Private Limited,Long-term (5-6 months),INR,Early Applicant,('Delhi','Delhi')
2457912,3,1,0.0,8000.0,,,,4,4,Video Editing/Making Internship (Part time/Remote),Anshul Katala,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458372,3,4,0.0,3000.0,,,,1,4,Graphic Design Internship (Part time/Remote),Ecobee,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458382,3,1,0.0,7000.0,,,,4,2,Social Media Marketing Internship (Remote),Creative Gene Digital,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458256,3,5,0.0,10000.0,,,,5,5,SEO Internship,Digi-ninja Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Noida','Noida')
2458387,6,4,0.0,8000.0,,,,6,2,Digital Marketing Internship,Danstring Technologies Private Limited,Long-term (5-6 months),INR,Early Applicant,('Delhi','Delhi')
2457871,3,4,0.0,15000.0,,,,1,1,Business Development (Sales) Internship,Cult.fit,Medium-term (3-4 months),INR,Early Applicant,('Hyderabad','Hyderabad')
2458248,3,2,0.0,2000.0,,,,6,4,Inside Sales Internship,Liberal Logistics,Medium-term (3-4 months),INR,Early Applicant,('Nashik',Nashik')
2458392,3,2,0.0,8000.0,,,,3,4,Search Engine Optimization (SEO) Internship,Get Catalyzed,Medium-term (3-4 months),INR,Early Applicant,('Jaipur','Jaipur')
2458469,3,2,0.0,5000.0,,,,4,2,Social Media Marketing Internship (Remote),Mapping Digiworld Private Limited (MyIndia),Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457865,3,2,0.0,7500.0,,,,4,2,Business Development (Sales) Internship (Remote),Priyanshu Pande,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458396,2,1,0.0,15000.0,,,,6,4,Marketing Internship,Itemperence Consulting Private Limited,Short-term (1-2 months),INR,Early Applicant,('Noida',Gwalior West')
2458220,2,1,0.0,10000.0,,,,3,2,Talent Acquisition Internship,Manya Education Private Limited (MEPL),Short-term (1-2 months),INR,Early Applicant,('Delhi',Noida')
2457274,3,2,0.0,8000.0,,,,4,3,Business Development Associate Internship,Samriddhi Inn Holidays Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Jaipur','Jaipur')
2458410,3,1,0.0,7500.0,,,,3,4,Law/Legal Internship,Anirudh Suresh (Advocate),Medium-term (3-4 months),INR,Early Applicant,('Bangalore',)
2458461,1,1,0.0,1000.0,,,,4,1,Mobile App Development Internship (Part time/Remote),DM Logistics,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2457845,3,5,0.0,10000.0,,,,2,4,Web Designer Internship,Educare Grow4tech Technologies Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Mangaluru,'Bangalore')
2456219,24,2,0.0,6000.0,,,,3,0,CS Articleship Internship,PREETI VERMA,Extended (>6 months),INR,Early Applicant,('Noida',)
2458457,6,2,0.0,1000.0,,,,1,1,Human Resources (HR) Internship (Remote),Techqueto LLP,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2454415,3,3,0.0,6000.0,,,,1,1,Influencer Marketing Internship,Impact Guru,Medium-term (3-4 months),INR,Early Applicant,('Mumbai','Mumbai')
2458599,6,2,0.0,5000.0,,,,8,3,LinkedIn Marketing Internship (Part time/Remote),Pawzz,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2458454,1,5,0.0,0.0,,,,3,3,Social Work Internship (Part time),Chudar,Short-term (1-2 months),Unpaid,Early Applicant,('Chennai',)
2457911,4,3,0.0,3000.0,,,,2,4,UI/UX Design Internship,Webvision Solution,Medium-term (3-4 months),INR,Early Applicant,('Vadodara',Gwalior West')
2447457,6,1,0.0,1000.0,,,,2,1,Business Development (Sales) Internship (Remote),Techqueto LLP,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458448,4,2,0.0,1500.0,,,,6,2,Search Engine Optimization (SEO) Internship (Part time/Remote),Sanin,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457365,3,10,0.0,10000.0,,,,4,2,Marketing Internship,Truworth Healthcare,Medium-term (3-4 months),INR,Early Applicant,('Rohtak',)
2456306,3,1,0.0,5000.0,,,,3,1,Fashion Design Internship,Collective Artists Network,Medium-term (3-4 months),INR,Early Applicant,('Delhi','Delhi')
2456556,1,1,0.0,5000.0,,,,3,4,Facebook Marketing Internship (Remote),Focal Point Consulting,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2458565,3,1,0.0,4000.0,,,,6,4,Video Editing/Making Internship (Remote),Alkraj Developers Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2458595,3,5,0.0,17000.0,,,,4,1,Subject Matter Expert (Chemistry) Internship (Remote),Innovalance Learning Systems,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457826,6,4,0.0,8000.0,,,,3,4,Mobile App Development Internship,Affinity Education Private Limited,Long-term (5-6 months),INR,Early Applicant,('Noida',Noida')
2458426,6,7,0.0,7000.0,,,,4,3,Editorial Internship (Remote),Web News Observer,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2454744,6,2,0.0,10000.0,,,,3,4,Graphic Designer Internship,VPacx,Long-term (5-6 months),INR,Early Applicant,('Delhi','Delhi')
2458547,3,5,0.0,7000.0,,,,3,2,Human Resources (HR) Internship (Remote),Aspire And Succeed HR,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2457068,3,5,0.0,1000.0,,,,5,4,Video Editing/Making Internship (Part time/Remote),JoyyTown,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2455217,3,2,0.0,5000.0,,,,4,1,Human Resources (HR) Internship,KonnectNXT,Medium-term (3-4 months),INR,Early Applicant,('Hyderabad',Hyderabad')
2457814,3,2,0.0,7000.0,,,,2,5,Business Development (Sales) Internship,SchbangQ,Medium-term (3-4 months),INR,Early Applicant,('Mumbai','Mumbai')
2458560,2,20,0.0,10000.0,,,,20,4,Subject Matter Expert (SME) Internship (Part time/Remote),Grade Up Assignment,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2457704,6,10,0.0,1000.0,,,,2,3,Lead Generation Internship (Remote),MaajTek,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2457780,1,3,0.0,1000.0,,,,3,5,Social Media Marketing Internship (Part time/Remote),Nitin Pandey,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2457700,6,2,0.0,10000.0,,,,2,4,Fashion Design And Merchandising Internship,Neeraj Appujani,Long-term (5-6 months),INR,Early Applicant,('Jaipur','Jaipur')
2458208,6,2,0.0,5000.0,,,,4,4,Social Media Internship (Remote),DigiOn,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2457351,6,2,0.0,10000.0,,,,4,1,Draftsman Internship,Avinya Industrial & Logistic Parks,Long-term (5-6 months),INR,Early Applicant,('Bangalore',Nashik')
2458401,6,5,0.0,20000.0,,,,4,4,Graphic Design Internship,Advantage Club,Long-term (5-6 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2454536,2,1,0.0,10000.0,,,,1,1,UI/UX Design Internship,BITEME TRADING INDIA PRIVATE LIMITED,Short-term (1-2 months),INR,Early Applicant,('Gurgaon',)
2458204,6,3,0.0,7500.0,,,,5,0,Accounting & Bookkeeping Internship,Shivani Thacker,Long-term (5-6 months),INR,Early Applicant,('Mumbai','Mumbai')
2457757,3,1,0.0,3000.0,,,,3,2,Character Illustration - Sketch Art (2D) Internship (Remote),Shukurtech,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2454525,6,2,0.0,6000.0,,,,7,1,Digital Marketing Internship (Remote),Techebytes,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458503,3,1,0.0,10000.0,,,,4,3,IT Executive Internship,Fusion Beauty,Medium-term (3-4 months),INR,Early Applicant,('Delhi',)
2455868,1,5,0.0,1000.0,,,,5,4,Human Resources (HR) Internship (Remote),Educroc,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2458385,6,3,0.0,5000.0,,,,4,3,Law/Legal Internship,Heeravathi,Long-term (5-6 months),INR,Early Applicant,('Bangalore',)
2458528,6,2,0.0,12000.0,,,,6,5,Computer Vision Internship,Intozi Tech Private Limited,Long-term (5-6 months),INR,Early Applicant,('Gurgaon',)
2458374,3,2,0.0,2000.0,,,,2,3,Law/Legal Internship,CriTaxCorp,Medium-term (3-4 months),INR,Early Applicant,('Delhi','Delhi')
2457738,6,5,0.0,1000.0,,,,6,5,Digital Marketing Internship (Remote),Sweet Design Hub,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2455878,6,2,0.0,15000.0,,,,2,2,Company Secretary (CS) Internship,SBI Pension Funds Private Limited,Long-term (5-6 months),INR,Early Applicant,('Mumbai',Panvel')
2457081,6,1,0.0,15000.0,,,,4,4,Human Resources (HR) Internship,Superworks Services Pvt Ltd,Long-term (5-6 months),INR,Early Applicant,('Noida','Noida')
2457714,3,1,0.0,4000.0,,,,2,4,Social Media Management Internship,Prompt Step,Medium-term (3-4 months),INR,Early Applicant,('Delhi',Gurgaon')
2458363,2,1,0.0,3000.0,,,,4,3,Media & Public Relations (PR) Internship (Part time/Remote),Ambula,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2454429,3,5,0.0,1000.0,,,,3,4,Business Advisor Internship (Remote),Mind Matters Business Advisors,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2419002,12,3,0.0,7500.0,,,,5,0,Chartered Accountancy (CA) Internship,Kirit Thacker,Extended (>6 months),INR,Early Applicant,('Mumbai',Panvel')
2458153,6,2,0.0,10000.0,,,,7,5,Python/Django & React Development Internship,The Agency Source,Long-term (5-6 months),INR,Early Applicant,('Delhi',)
2458195,3,2,0.0,25000.0,,,,6,6,Social Media Marketing Internship,Razorpay,Medium-term (3-4 months),INR,Early Applicant,('Bangalore','Bangalore')
2458188,6,1,0.0,5000.0,,,,6,1,Social Media Marketing Internship (Part time/Remote),The Junior Gurukul,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458186,4,3,0.0,8000.0,,,,5,4,Software Development Internship,TopGrep Tech Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Bangalore',Gwalior West')
2458464,4,2,0.0,2500.0,,,,3,3,Meme Creator Internship (Part time/Remote),Budding Mariners,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2458470,6,2,0.0,10000.0,,,,3,3,Human Resources (HR) Internship,PlanCover,Long-term (5-6 months),INR,Early Applicant,('Gurgaon',)
2458185,1,2,0.0,1200.0,,,,4,2,Twitter marketing Internship (Part time/Remote),Nikhil Lal,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2458438,2,2,0.0,1000.0,,,,5,4,Creative Writing Internship (Remote),Vedethic Technologies Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2456738,6,1,0.0,2000.0,,,,6,2,Digital Marketing Internship (Remote),Quantum,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458497,3,4,0.0,6000.0,,,,1,4,Finance-Pre Sales (in Office) Internship,WeMakeScholars,Medium-term (3-4 months),INR,Early Applicant,('Secunderabad,)
2444106,6,5,0.0,15000.0,,,,4,3,Business Development (Sales) Internship (Part time/Remote),Gamapp Sportswizz League,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2458490,3,2,0.0,2000.0,,,,8,5,Web Development Internship,Quantastic Marketing,Medium-term (3-4 months),INR,Early Applicant,('Thane',)
2458342,6,1,0.0,8000.0,,,,5,2,Digital Marketing Internship,Digioutreach,Long-term (5-6 months),INR,Early Applicant,('Thane,'Vashi Navi Mumbai')
2457072,3,1,0.0,8000.0,,,,8,4,Social Media Marketing Internship,Stroke A Doodle,Medium-term (3-4 months),INR,Early Applicant,('Pune','Pune')
2458337,6,2,0.0,10000.0,,,,7,3,Business Development (Sales) Internship,Max Vision Solutions,Long-term (5-6 months),INR,Early Applicant,('Delhi','Delhi')
2458333,6,1,0.0,5000.0,,,,3,3,Graphic Design Internship (Remote),Raghav Gupta,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458328,3,3,0.0,2000.0,,,,7,4,Digital Marketing Internship,Kweesha,Medium-term (3-4 months),INR,Early Applicant,('Lucknow','Lucknow')
2458327,3,4,0.0,5000.0,,,,2,3,Video Editing/Making Internship (Part time/Remote),Travel Lykke Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2454231,6,1,0.0,6000.0,,,,3,3,Brand Management Internship (Part time),Girija Krishan Varma,Long-term (5-6 months),INR,Early Applicant,('Delhi',Nagpur')
2458323,3,2,0.0,5000.0,,,,5,6,Graphic Design Internship,GreyToYellow,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon','Gurgaon')
2457682,3,3,0.0,3000.0,,,,6,6,Video Editing/Making Internship,Assessli,Medium-term (3-4 months),INR,Early Applicant,('Kolkata',Jaipur')
2458311,6,1,0.0,5000.0,,,,7,3,Social Media Marketing Internship (Remote),Wolf Bread,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458310,6,2,0.0,3000.0,,,,7,3,Graphic Design Internship,Webingo Infotech Solutions LLP,Long-term (5-6 months),INR,Early Applicant,('Kolkata','Kolkata')
2458307,3,3,0.0,3000.0,,,,3,4,Law/Legal Internship,Paarth Chanchlani,Medium-term (3-4 months),INR,Early Applicant,('Pune',)
2458303,6,5,0.0,6000.0,,,,4,3,Digital Marketing Internship,AppITron Solutions Private Limited,Long-term (5-6 months),INR,Early Applicant,('Jaipur','Jaipur')
2458302,5,1,0.0,5000.0,,,,5,5,Social Media Marketing Internship,Wolf Bread,Long-term (5-6 months),INR,Early Applicant,('Thane,'Mumbai')
2457675,6,15,0.0,10000.0,,,,2,2,Sales Consultant Internship,Amzent Finserv Private Limited,Long-term (5-6 months),INR,Early Applicant,('Delhi',Ghaziabad')
2458300,6,2,0.0,2000.0,,,,4,4,Accounts Internship,Wasi Structures Private Limited,Long-term (5-6 months),INR,Early Applicant,('Bangalore','Bangalore')
2454190,3,2,0.0,5000.0,,,,3,4,Social Media Marketing Internship (Remote),Chetna Dhull,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458294,3,1,0.0,10000.0,,,,3,3,Social Media Marketing Internship,Sliceinn,Medium-term (3-4 months),INR,Early Applicant,('Indiranagar',)
2457671,3,1,0.0,3000.0,,,,6,3,Marketing Internship (Part time/Remote),Zeko,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458293,6,4,0.0,3000.0,,,,11,6,Social Media Marketing Internship,Jaikrit Marketing And Branding Solutions LLP,Long-term (5-6 months),INR,Early Applicant,('Mumbai,'Mumbai')
2458288,6,5,0.0,15000.0,,,,1,0,Video Editing/Making Internship (Remote),Team Car Delight,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2457653,6,1,0.0,10000.0,,,,5,3,Business Development (Sales) Internship,Mindcheq,Long-term (5-6 months),INR,Early Applicant,('Noida','Noida')
2458286,3,4,0.0,5000.0,,,,4,4,Content Writing Internship,Digi Acai,Medium-term (3-4 months),INR,Early Applicant,('Gurgaon',Noida')
2458429,3,20,0.0,5000.0,,,,3,3,Alt Text Writing Internship (Remote),Paradise Solutions,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2457634,3,1,0.0,5000.0,,,,5,4,Digital Marketing Internship,Aidhive Workshop Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Patna',Nashik')
2457633,6,2,0.0,15000.0,,,,5,4,Video Editing/Making Internship,Pankaj Joshi,Long-term (5-6 months),INR,Early Applicant,('Mohali',)
2447330,2,2,0.0,4000.0,,,,3,3,Shopify  Developer Internship Intern (Remote),Shambhavi BG,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2457590,3,7,0.0,4000.0,,,,2,2,Civil Engineering Internship,Mvikas Technologies Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Odisha,Nashik')
2457587,6,1,0.0,6000.0,,,,2,2,Product Marketing Internship,Hiten Gala,Long-term (5-6 months),INR,Early Applicant,('Mumbai',Mumbai')
2458269,3,2,0.0,4000.0,,,,9,7,Web Development Internship,WeDoo Contractors And Manufacturers,Medium-term (3-4 months),INR,Early Applicant,('Chennai',Goa Velha')
2458268,12,2,0.0,5000.0,,,,0,0,Company Secretary (CS) Internship,Udyog Buddy,Extended (>6 months),INR,Early Applicant,('Jabalpur',)
2455532,3,2,0.0,15000.0,,,,5,3,Market Research Internship,Afterthought Feedback Services Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Hyderabad',Mumbai')
2458265,3,2,0.0,5000.0,,,,5,3,Human Resources (HR) Internship,Blissful Plans,Medium-term (3-4 months),INR,Early Applicant,('Delhi,Nashik')
2457558,3,5,0.0,1000.0,,,,5,4,Business Development (Sales) Internship (Part time/Remote),Online Scope,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458250,3,2,0.0,5000.0,,,,7,5,Marketing Internship,Engineer Philosophy Web Services Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Indore,'Indore')
2457570,2,4,0.0,6000.0,,,,6,2,Graphic Design Internship,Hir'd Services Private Limited,Short-term (1-2 months),INR,Early Applicant,('Indore',)
2457392,6,1,0.0,10000.0,,,,5,2,Event & Artist Management Internship,Dynamo Entertainment & Talent Management Private Limited,Long-term (5-6 months),INR,Early Applicant,('Mumbai','Mumbai')
2457575,6,5,0.0,5000.0,,,,3,1,Architecture Internship,Studio DigiArch,Long-term (5-6 months),INR,Early Applicant,('Pune','Pune')
2458241,2,6,0.0,3000.0,,,,2,2,Content Writing Internship,Tech2Edge Technology Solutions,Short-term (1-2 months),INR,Early Applicant,('Navi Mumbai,)
2458235,3,6,0.0,5000.0,,,,1,0,Flutter Development Internship,Feel Educare Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Jaipur',Goa Velha')
2458423,3,2,0.0,10000.0,,,,3,2,Product Management Internship,AgentInsights,Medium-term (3-4 months),INR,Early Applicant,('Delhi,)
2458233,6,4,0.0,5000.0,,,,3,4,Interior Design Internship (Remote),Spaces Talk,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2457584,2,2,0.0,6000.0,,,,3,2,Social Media Marketing Internship,The HIRD,Short-term (1-2 months),INR,Early Applicant,('Indore',Pithampur')
2457607,4,10,0.0,17000.0,,,,4,2,B2B Sales Internship,Bhash Software Labs Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Bangalore','Bangalore')
2457610,6,3,0.0,2000.0,,,,7,4,Business Development (Sales) Internship (Remote),Printrush Studios,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458368,4,2,0.0,2500.0,,,,4,2,Blog Writing Internship (Remote),Budding Mariners,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2458221,3,2,0.0,10000.0,,,,1,3,CAD Design Internship,WiZN Systems Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Bangalore',Nashik')
2457574,3,2,0.0,1000.0,,,,5,3,Social Media Marketing Internship (Part time/Remote),The BakeAmore Studio,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2457580,6,1,0.0,12000.0,,,,1,0,Social Media Marketing Internship (Remote),Rupee Guide,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458173,2,1,0.0,10000.0,,,,2,2,Operations Internship,Vistaar Financial Services Private Limited,Short-term (1-2 months),INR,Early Applicant,('Bangalore','Bangalore')
2458219,3,5,0.0,5000.0,,,,3,2,Marketing Internship,Rulons Distribution Services Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Gorakhpur','Gorakhpur')
2458214,3,2,0.0,3000.0,,,,3,3,Social Media Marketing Internship (Remote),Glamate E-Retail Private Limited,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458212,6,4,0.0,10000.0,,,,1,4,Business Development (Sales) Internship,XIMI Vogue India,Long-term (5-6 months),INR,Early Applicant,('Delhi','Delhi')
2458402,4,1000,0.0,20.0,,,,3,3,Social Entrepreneurship Internship (Part time/Remote),She Can Foundation,Medium-term (3-4 months),Unknown,Early Applicant,('Work from home',)
2457632,6,1,0.0,2000.0,,,,7,3,Laravel Developer Internship (Part time/Remote),Support - Lets Talk,Long-term (5-6 months),INR,Early Applicant,('Work from home','Work from home')
2458209,1,4,0.0,250.0,,,,3,1,Anchoring Internship (Part time/Remote),CloudFrnd,Short-term (1-2 months),INR,Early Applicant,('Work from home',)
2457654,2,2,0.0,4000.0,,,,5,3,Social Media Marketing Internship (Part time/Remote),Trusted Mart,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2458398,6,6,0.0,5000.0,,,,8,3,WordPress Development Internship (Remote),Blackcoffer,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2458395,4,5,0.0,8000.0,,,,6,3,Content Writing Internship (Remote),WordsGuru Services,Medium-term (3-4 months),INR,Early Applicant,('Work from home',)
2457658,2,1,0.0,2000.0,,,,1,5,Sales Internship,Crema,Short-term (1-2 months),INR,Early Applicant,('Chennai',Nashik')
2457659,6,4,0.0,8000.0,,,,5,4,Business Development (Sales) Internship,Q Path Labs,Long-term (5-6 months),INR,Early Applicant,('Srikakulam,Ongole')
2457673,2,1,0.0,8000.0,,,,1,2,Fashion Communication Internship,Gaatha ~ A Tale Of Crafts,Short-term (1-2 months),INR,Early Applicant,('Ahmedabad',Andhra Pradesh')
2457679,2,2,0.0,3000.0,,,,6,7,Social Media Marketing Internship (Part time),Smayan Foundation,Short-term (1-2 months),INR,Early Applicant,('Bangalore','Bangalore')
2458379,6,10,0.0,5000.0,,,,8,3,Flutter Development Internship (Remote),Blackcoffer,Long-term (5-6 months),INR,Early Applicant,('Work from home',)
2458194,1,1,0.0,3500.0,,,,3,1,Interior Design Internship,AR Studio,Short-term (1-2 months),INR,Early Applicant,('Mumbai',)
2447075,6,10,0.0,0.0,,,,2,2,Social Media Marketing Internship (Part time/Remote),My Story Trust,Long-term (5-6 months),Unpaid,Early Applicant,('Work from home','Work from home')
2458172,3,5,0.0,5000.0,,,,8,4,Digital Marketing Internship,BOI Services,Medium-term (3-4 months),INR,Early Applicant,('Delhi','Delhi')
2458184,3,2,0.0,7000.0,,,,2,0,Telecalling Internship (Remote),Study Befikar,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458183,2,1,0.0,7500.0,,,,4,6,Business Development (Sales) Internship,Webcon IT Solutions Private Limited,Short-term (1-2 months),INR,Early Applicant,('Delhi','Delhi')
2458180,3,1,0.0,2500.0,,,,4,3,Market Research Internship (Part time/Remote),Ayush Nirmal,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458179,3,2,0.0,5000.0,,,,1,2,Social Media Marketing Internship (Remote),Qrated,Medium-term (3-4 months),INR,Early Applicant,('Work from home','Work from home')
2458177,2,1,0.0,5000.0,,,,3,1,Animation Internship (Remote),Kauriink Private Limited,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
2457696,1,5,0.0,3000.0,,,,1,4,Video Editing/Making Internship (Part time/Remote),OOSH Learnings Private Limted,Short-term (1-2 months),INR,Early Applicant,('Work from home','Work from home')
